  senzor               , V(R15:2)             
  8.800000000000e+003  ,1.702847208309e-001  
  8.810000000000e+003  ,1.702863370265e-001  
  8.820000000000e+003  ,1.702879728127e-001  
  8.830000000000e+003  ,1.702895893066e-001  
  8.840000000000e+003  ,1.702912252978e-001  
  8.850000000000e+003  ,1.702928420476e-001  
  8.860000000000e+003  ,1.702944784984e-001  
  8.870000000000e+003  ,1.702960958331e-001  
  8.880000000000e+003  ,1.702977329467e-001  
  8.890000000000e+003  ,1.702993512487e-001  
  8.900000000000e+003  ,1.703009899553e-001  
  8.910000000000e+003  ,1.703026106353e-001  
  8.920000000000e+003  ,1.703042528331e-001  
  8.930000000000e+003  ,1.703058789781e-001  
  8.940000000000e+003  ,1.703075298824e-001  
  8.950000000000e+003  ,1.703091696732e-001  
  8.960000000000e+003  ,1.703108419346e-001  
  8.970000000000e+003  ,1.703125155691e-001  
  8.980000000000e+003  ,1.703142418179e-001  
  8.990000000000e+003  ,1.703160016467e-001  
  9.000000000000e+003  ,1.703178662369e-001  
  9.010000000000e+003  ,1.703198511182e-001  
  9.020000000000e+003  ,1.703220892980e-001  
  9.030000000000e+003  ,1.703247146495e-001  
  9.040000000000e+003  ,1.703281201808e-001  
  9.050000000000e+003  ,1.703331771677e-001  
  9.060000000000e+003  ,1.703440671951e-001  
  9.070000000000e+003  ,1.708289769904e-001  
  9.080000000000e+003  ,1.720752978428e-001  
  9.090000000000e+003  ,1.738341411264e-001  
  9.100000000000e+003  ,1.762673911461e-001  
  9.110000000000e+003  ,1.796000450973e-001  
  9.120000000000e+003  ,1.842000378184e-001  
  9.130000000000e+003  ,1.908178472810e-001  
  9.140000000000e+003  ,2.015983223522e-001  
  9.150000000000e+003  ,1.781150466105e+001  
  9.160000000000e+003  ,1.781150793158e+001  
  9.170000000000e+003  ,1.781151120522e+001  
  9.180000000000e+003  ,1.781151448198e+001  
  9.190000000000e+003  ,1.781151774588e+001  
  9.200000000000e+003  ,1.781152102356e+001  
  9.210000000000e+003  ,1.781152428658e+001  
  9.220000000000e+003  ,1.781152756336e+001  
  9.230000000000e+003  ,1.781153082554e+001  
  9.240000000000e+003  ,1.781153410149e+001  
  9.250000000000e+003  ,1.781153736271e+001  
  9.260000000000e+003  ,1.781154063785e+001  
  9.270000000000e+003  ,1.781154389820e+001  
  9.280000000000e+003  ,1.781154717251e+001  
  9.290000000000e+003  ,1.781155043197e+001  
  9.300000000000e+003  ,1.781155370537e+001  
  9.310000000000e+003  ,1.781155696400e+001  
  9.320000000000e+003  ,1.781156023657e+001  
  9.330000000000e+003  ,1.781156349429e+001  
  9.340000000000e+003  ,1.781156676596e+001  
  9.350000000000e+003  ,1.781157002286e+001  
  9.360000000000e+003  ,1.781157329371e+001  
  9.370000000000e+003  ,1.781157654970e+001  
  9.380000000000e+003  ,1.781157981963e+001  
  9.390000000000e+003  ,1.781158307480e+001  
  9.400000000000e+003  ,1.781158634391e+001  
  9.410000000000e+003  ,1.781158959818e+001  
  9.420000000000e+003  ,1.781159286639e+001  
  9.430000000000e+003  ,1.781159611984e+001  
  9.440000000000e+003  ,1.781159938722e+001  
  9.450000000000e+003  ,1.781160263976e+001  
  9.460000000000e+003  ,1.781160590624e+001  
  9.470000000000e+003  ,1.781160915796e+001  
  9.480000000000e+003  ,1.781161242362e+001  
  9.490000000000e+003  ,1.781161567444e+001  
  9.500000000000e+003  ,1.781161893920e+001  
  9.510000000000e+003  ,1.781162218920e+001  
  9.520000000000e+003  ,1.781162545313e+001  
  9.530000000000e+003  ,1.781162870223e+001  
  9.540000000000e+003  ,1.781163196526e+001  
  9.550000000000e+003  ,1.781163521354e+001  
  9.560000000000e+003  ,1.781163847575e+001  
  9.570000000000e+003  ,1.781164172313e+001  
  9.580000000000e+003  ,1.781164498444e+001  
  9.590000000000e+003  ,1.781164823100e+001  
  9.600000000000e+003  ,1.781165149149e+001  
  9.610000000000e+003  ,1.781165473715e+001  
  9.620000000000e+003  ,1.781165799674e+001  
  9.630000000000e+003  ,1.781166124158e+001  
  9.640000000000e+003  ,1.781166450036e+001  
  9.650000000000e+003  ,1.781166774429e+001  
  9.660000000000e+003  ,1.781167100217e+001  
  9.670000000000e+003  ,1.781167424529e+001  
  9.680000000000e+003  ,1.781167750235e+001  
  9.690000000000e+003  ,1.781168074458e+001  
  9.700000000000e+003  ,1.781168400074e+001  
  9.710000000000e+003  ,1.781168724214e+001  
  9.720000000000e+003  ,1.781169049749e+001  
  9.730000000000e+003  ,1.781169373800e+001  
  9.740000000000e+003  ,1.781169699245e+001  
  9.750000000000e+003  ,1.781170023214e+001  
  9.760000000000e+003  ,1.781170348577e+001  
  9.770000000000e+003  ,1.781170672457e+001  
  9.780000000000e+003  ,1.781170997731e+001  
  9.790000000000e+003  ,1.781171321529e+001  
  9.800000000000e+003  ,1.781171646721e+001  
  9.810000000000e+003  ,1.781171970429e+001  
  9.820000000000e+003  ,1.781172295532e+001  
  9.830000000000e+003  ,1.781172619159e+001  
  9.840000000000e+003  ,1.781172944181e+001  
  9.850000000000e+003  ,1.781173267718e+001  
  9.860000000000e+003  ,1.781173592650e+001  
  9.870000000000e+003  ,1.781173916106e+001  
  9.880000000000e+003  ,1.781174240957e+001  
  9.890000000000e+003  ,1.781174564324e+001  
  9.900000000000e+003  ,1.781174889085e+001  
  9.910000000000e+003  ,1.781175212371e+001  
  9.920000000000e+003  ,1.781175537051e+001  
  9.930000000000e+003  ,1.781175860247e+001  
  9.940000000000e+003  ,1.781176184838e+001  
  9.950000000000e+003  ,1.781176507953e+001  
  9.960000000000e+003  ,1.781176832463e+001  
  9.970000000000e+003  ,1.781177155489e+001  
  9.980000000000e+003  ,1.781177479909e+001  
  9.990000000000e+003  ,1.781177802854e+001  
  1.000000000000e+004  ,1.781178127193e+001  
  1.001000000000e+004  ,1.781178450049e+001  
  1.002000000000e+004  ,1.781178774300e+001  
  1.003000000000e+004  ,1.781179097074e+001  
  1.004000000000e+004  ,1.781179421244e+001  
  1.005000000000e+004  ,1.781179743929e+001  
  1.006000000000e+004  ,1.781180068010e+001  
  1.007000000000e+004  ,1.781180390614e+001  
  1.008000000000e+004  ,1.781180714614e+001  
  1.009000000000e+004  ,1.781181037130e+001  
  1.010000000000e+004  ,1.781181361040e+001  
  1.011000000000e+004  ,1.781181683475e+001  
  1.012000000000e+004  ,1.781182007305e+001  
  1.013000000000e+004  ,1.781182329651e+001  
  1.014000000000e+004  ,1.781182653392e+001  
  1.015000000000e+004  ,1.781182975657e+001  
  1.016000000000e+004  ,1.781183299317e+001  
  1.017000000000e+004  ,1.781183621494e+001  
  1.018000000000e+004  ,1.781183945066e+001  
  1.019000000000e+004  ,1.781184267161e+001  
  1.020000000000e+004  ,1.781184590652e+001  
  1.021000000000e+004  ,1.781184912659e+001  
  1.022000000000e+004  ,1.781185236062e+001  
  1.023000000000e+004  ,1.781185557988e+001  
  1.024000000000e+004  ,1.781185881310e+001  
  1.025000000000e+004  ,1.781186203147e+001  
  1.026000000000e+004  ,1.781186526381e+001  
  1.027000000000e+004  ,1.781186848138e+001  
  1.028000000000e+004  ,1.781187171290e+001  
  1.029000000000e+004  ,1.781187492959e+001  
  1.030000000000e+004  ,1.781187816024e+001  
  1.031000000000e+004  ,1.781188137612e+001  
  1.032000000000e+004  ,1.781188460596e+001  
  1.033000000000e+004  ,1.781188782096e+001  
  1.034000000000e+004  ,1.781189104991e+001  
  1.035000000000e+004  ,1.781189426411e+001  
  1.036000000000e+004  ,1.781189749226e+001  
  1.037000000000e+004  ,1.781190070557e+001  
  1.038000000000e+004  ,1.781190393284e+001  
  1.039000000000e+004  ,1.781190714535e+001  
  1.040000000000e+004  ,1.781191037182e+001  
  1.041000000000e+004  ,1.781191358344e+001  
  1.042000000000e+004  ,1.781191680903e+001  
  1.043000000000e+004  ,1.781192001985e+001  
  1.044000000000e+004  ,1.781192324463e+001  
  1.045000000000e+004  ,1.781192645458e+001  
  1.046000000000e+004  ,1.781192967848e+001  
  1.047000000000e+004  ,1.781193288762e+001  
  1.048000000000e+004  ,1.781193611072e+001  
  1.049000000000e+004  ,1.781193931898e+001  
  1.050000000000e+004  ,1.781194254120e+001  
  1.051000000000e+004  ,1.781194574866e+001  
  1.052000000000e+004  ,1.781194897008e+001  
  1.053000000000e+004  ,1.781195217667e+001  
  1.054000000000e+004  ,1.781195539721e+001  
  1.055000000000e+004  ,1.781195860299e+001  
  1.056000000000e+004  ,1.781196182273e+001  
  1.057000000000e+004  ,1.781196502763e+001  
  1.058000000000e+004  ,1.781196824650e+001  
  1.059000000000e+004  ,1.781197145060e+001  
  1.060000000000e+004  ,1.781197466866e+001  
  1.061000000000e+004  ,1.781197787189e+001  
  1.062000000000e+004  ,1.781198108908e+001  
  1.063000000000e+004  ,1.781198429151e+001  
  1.064000000000e+004  ,1.781198750789e+001  
  1.065000000000e+004  ,1.781199070944e+001  
  1.066000000000e+004  ,1.781199392496e+001  
  1.067000000000e+004  ,1.781199712571e+001  
  1.068000000000e+004  ,1.781200034043e+001  
  1.069000000000e+004  ,1.781200354030e+001  
  1.070000000000e+004  ,1.781200675414e+001  
  1.071000000000e+004  ,1.781200995323e+001  
  1.072000000000e+004  ,1.781201316627e+001  
  1.073000000000e+004  ,1.781201636447e+001  
  1.074000000000e+004  ,1.781201957664e+001  
  1.075000000000e+004  ,1.781202277405e+001  
  1.076000000000e+004  ,1.781202598542e+001  
  1.077000000000e+004  ,1.781202918196e+001  
  1.078000000000e+004  ,1.781203239246e+001  
  1.079000000000e+004  ,1.781203558820e+001  
  1.080000000000e+004  ,1.781203879790e+001  
  1.081000000000e+004  ,1.781204199277e+001  
  1.082000000000e+004  ,1.781204520160e+001  
  1.083000000000e+004  ,1.781204839567e+001  
  1.084000000000e+004  ,1.781205160371e+001  
  1.085000000000e+004  ,1.781205479691e+001  
  1.086000000000e+004  ,1.781205800408e+001  
  1.087000000000e+004  ,1.781206119648e+001  
  1.088000000000e+004  ,1.781206440285e+001  
  1.089000000000e+004  ,1.781206759439e+001  
  1.090000000000e+004  ,1.781207079989e+001  
  1.091000000000e+004  ,1.781207399063e+001  
  1.092000000000e+004  ,1.781207719534e+001  
  1.093000000000e+004  ,1.781208038521e+001  
  1.094000000000e+004  ,1.781208358905e+001  
  1.095000000000e+004  ,1.781208677812e+001  
  1.096000000000e+004  ,1.781208998117e+001  
  1.097000000000e+004  ,1.781209316938e+001  
  1.098000000000e+004  ,1.781209637156e+001  
  1.099000000000e+004  ,1.781209955897e+001  
  1.100000000000e+004  ,1.781210276036e+001  
  1.101000000000e+004  ,1.781210594691e+001  
  1.102000000000e+004  ,1.781210914743e+001  
  1.103000000000e+004  ,1.781211233319e+001  
  1.104000000000e+004  ,1.781211553291e+001  
  1.105000000000e+004  ,1.781211871780e+001  
  1.106000000000e+004  ,1.781212191666e+001  
  1.107000000000e+004  ,1.781212510076e+001  
  1.108000000000e+004  ,1.781212829883e+001  
  1.109000000000e+004  ,1.781213148206e+001  
  1.110000000000e+004  ,1.781213467927e+001  
  1.111000000000e+004  ,1.781213786171e+001  
  1.112000000000e+004  ,1.781214105813e+001  
  1.113000000000e+004  ,1.781214423970e+001  
  1.114000000000e+004  ,1.781214743525e+001  
  1.115000000000e+004  ,1.781215061604e+001  
  1.116000000000e+004  ,1.781215381080e+001  
  1.117000000000e+004  ,1.781215699072e+001  
  1.118000000000e+004  ,1.781216018462e+001  
  1.119000000000e+004  ,1.781216336376e+001  
  1.120000000000e+004  ,1.781216655687e+001  
  1.121000000000e+004  ,1.781216973513e+001  
  1.122000000000e+004  ,1.781217292738e+001  
  1.123000000000e+004  ,1.781217610486e+001  
  1.124000000000e+004  ,1.781217929632e+001  
  1.125000000000e+004  ,1.781218247294e+001  
  1.126000000000e+004  ,1.781218566354e+001  
  1.127000000000e+004  ,1.781218883937e+001  
  1.128000000000e+004  ,1.781219202918e+001  
  1.129000000000e+004  ,1.781219520415e+001  
  1.130000000000e+004  ,1.781219839310e+001  
  1.131000000000e+004  ,1.781220156728e+001  
  1.132000000000e+004  ,1.781220475545e+001  
  1.133000000000e+004  ,1.781220792877e+001  
  1.134000000000e+004  ,1.781221111607e+001  
  1.135000000000e+004  ,1.781221428861e+001  
  1.136000000000e+004  ,1.781221747513e+001  
  1.137000000000e+004  ,1.781222064681e+001  
  1.138000000000e+004  ,1.781222383246e+001  
  1.139000000000e+004  ,1.781222700335e+001  
  1.140000000000e+004  ,1.781223018823e+001  
  1.141000000000e+004  ,1.781223335826e+001  
  1.142000000000e+004  ,1.781223654227e+001  
  1.143000000000e+004  ,1.781223971152e+001  
  1.144000000000e+004  ,1.781224289476e+001  
  1.145000000000e+004  ,1.781224606315e+001  
  1.146000000000e+004  ,1.781224924552e+001  
  1.147000000000e+004  ,1.781225241313e+001  
  1.148000000000e+004  ,1.781225559472e+001  
  1.149000000000e+004  ,1.781225876147e+001  
  1.150000000000e+004  ,1.781226194220e+001  
  1.151000000000e+004  ,1.781226510817e+001  
  1.152000000000e+004  ,1.781226828812e+001  
  1.153000000000e+004  ,1.781227145323e+001  
  1.154000000000e+004  ,1.781227463232e+001  
  1.155000000000e+004  ,1.781227779665e+001  
  1.156000000000e+004  ,1.781228097497e+001  
  1.157000000000e+004  ,1.781228413844e+001  
  1.158000000000e+004  ,1.781228731590e+001  
  1.159000000000e+004  ,1.781229047859e+001  
  1.160000000000e+004  ,1.781229365527e+001  
  1.161000000000e+004  ,1.781229681710e+001  
  1.162000000000e+004  ,1.781229999292e+001  
  1.163000000000e+004  ,1.781230315398e+001  
  1.164000000000e+004  ,1.781230632903e+001  
  1.165000000000e+004  ,1.781230948923e+001  
  1.166000000000e+004  ,1.781231266342e+001  
  1.167000000000e+004  ,1.781231582284e+001  
  1.168000000000e+004  ,1.781231899625e+001  
  1.169000000000e+004  ,1.781232215482e+001  
  1.170000000000e+004  ,1.781232532738e+001  
  1.171000000000e+004  ,1.781232848517e+001  
  1.172000000000e+004  ,1.781233165695e+001  
  1.173000000000e+004  ,1.781233481388e+001  
  1.174000000000e+004  ,1.781233798481e+001  
  1.175000000000e+004  ,1.781234114097e+001  
  1.176000000000e+004  ,1.781234431112e+001  
  1.177000000000e+004  ,1.781234746643e+001  
  1.178000000000e+004  ,1.781235063573e+001  
  1.179000000000e+004  ,1.781235379026e+001  
  1.180000000000e+004  ,1.781235695878e+001  
  1.181000000000e+004  ,1.781236011247e+001  
  1.182000000000e+004  ,1.781236328013e+001  
  1.183000000000e+004  ,1.781236643304e+001  
  1.184000000000e+004  ,1.781236959994e+001  
  1.185000000000e+004  ,1.781237275199e+001  
  1.186000000000e+004  ,1.781237591803e+001  
  1.187000000000e+004  ,1.781237906932e+001  
  1.188000000000e+004  ,1.781238223459e+001  
  1.189000000000e+004  ,1.781238538502e+001  
  1.190000000000e+004  ,1.781238854943e+001  
  1.191000000000e+004  ,1.781239169909e+001  
  1.192000000000e+004  ,1.781239486274e+001  
  1.193000000000e+004  ,1.781239801154e+001  
  1.194000000000e+004  ,1.781240117434e+001  
  1.195000000000e+004  ,1.781240432237e+001  
  1.196000000000e+004  ,1.781240748440e+001  
  1.197000000000e+004  ,1.781241063158e+001  
  1.198000000000e+004  ,1.781241379276e+001  
  1.199000000000e+004  ,1.781241693917e+001  
  1.200000000000e+004  ,1.781242009958e+001  
  1.201000000000e+004  ,1.781242324515e+001  
  1.202000000000e+004  ,1.781242640470e+001  
  1.203000000000e+004  ,1.781242954949e+001  
  1.204000000000e+004  ,1.781243270828e+001  
  1.205000000000e+004  ,1.781243585223e+001  
  1.206000000000e+004  ,1.781243901017e+001  
  1.207000000000e+004  ,1.781244215334e+001  
  1.208000000000e+004  ,1.781244531051e+001  
  1.209000000000e+004  ,1.781244845284e+001  
  1.210000000000e+004  ,1.781245160917e+001  
  1.211000000000e+004  ,1.781245475073e+001  
  1.212000000000e+004  ,1.781245790628e+001  
  1.213000000000e+004  ,1.781246104699e+001  
  1.214000000000e+004  ,1.781246420171e+001  
  1.215000000000e+004  ,1.781246734165e+001  
  1.216000000000e+004  ,1.781247049559e+001  
  1.217000000000e+004  ,1.781247363469e+001  
  1.218000000000e+004  ,1.781247678779e+001  
  1.219000000000e+004  ,1.781247992612e+001  
  1.220000000000e+004  ,1.781248307845e+001  
  1.221000000000e+004  ,1.781248621594e+001  
  1.222000000000e+004  ,1.781248936742e+001  
  1.223000000000e+004  ,1.781249250414e+001  
  1.224000000000e+004  ,1.781249565486e+001  
  1.225000000000e+004  ,1.781249879073e+001  
  1.226000000000e+004  ,1.781250194061e+001  
  1.227000000000e+004  ,1.781250507572e+001  
  1.228000000000e+004  ,1.781250822483e+001  
  1.229000000000e+004  ,1.781251135910e+001  
  1.230000000000e+004  ,1.781251450737e+001  
  1.231000000000e+004  ,1.781251764087e+001  
  1.232000000000e+004  ,1.781252078837e+001  
  1.233000000000e+004  ,1.781252392103e+001  
  1.234000000000e+004  ,1.781252706769e+001  
  1.235000000000e+004  ,1.781253019958e+001  
  1.236000000000e+004  ,1.781253334548e+001  
  1.237000000000e+004  ,1.781253647653e+001  
  1.238000000000e+004  ,1.781253962159e+001  
  1.239000000000e+004  ,1.781254275188e+001  
  1.240000000000e+004  ,1.781254589617e+001  
  1.241000000000e+004  ,1.781254902562e+001  
  1.242000000000e+004  ,1.781255216907e+001  
  1.243000000000e+004  ,1.781255529776e+001  
  1.244000000000e+004  ,1.781255844045e+001  
  1.245000000000e+004  ,1.781256156830e+001  
  1.246000000000e+004  ,1.781256471015e+001  
  1.247000000000e+004  ,1.781256783723e+001  
  1.248000000000e+004  ,1.781257097832e+001  
  1.249000000000e+004  ,1.781257410456e+001  
  1.250000000000e+004  ,1.781257724481e+001  
  1.251000000000e+004  ,1.781258037030e+001  
  1.252000000000e+004  ,1.781258350979e+001  
  1.253000000000e+004  ,1.781258663443e+001  
  1.254000000000e+004  ,1.781258977308e+001  
  1.255000000000e+004  ,1.781259289696e+001  
  1.256000000000e+004  ,1.781259603486e+001  
  1.257000000000e+004  ,1.781259915790e+001  
  1.258000000000e+004  ,1.781260229496e+001  
  1.259000000000e+004  ,1.781260541724e+001  
  1.260000000000e+004  ,1.781260855354e+001  
  1.261000000000e+004  ,1.781261167499e+001  
  1.262000000000e+004  ,1.781261481045e+001  
  1.263000000000e+004  ,1.781261793114e+001  
  1.264000000000e+004  ,1.781262106584e+001  
  1.265000000000e+004  ,1.781262418569e+001  
  1.266000000000e+004  ,1.781262731956e+001  
  1.267000000000e+004  ,1.781263043865e+001  
  1.268000000000e+004  ,1.781263357176e+001  
  1.269000000000e+004  ,1.781263669002e+001  
  1.270000000000e+004  ,1.781263982229e+001  
  1.271000000000e+004  ,1.781264293979e+001  
  1.272000000000e+004  ,1.781264607131e+001  
  1.273000000000e+004  ,1.781264918798e+001  
  1.274000000000e+004  ,1.781265231866e+001  
  1.275000000000e+004  ,1.781265543457e+001  
  1.276000000000e+004  ,1.781265856449e+001  
  1.277000000000e+004  ,1.781266167957e+001  
  1.278000000000e+004  ,1.781266480866e+001  
  1.279000000000e+004  ,1.781266792299e+001  
  1.280000000000e+004  ,1.781267105132e+001  
  1.281000000000e+004  ,1.781267416481e+001  
  1.282000000000e+004  ,1.781267729231e+001  
  1.283000000000e+004  ,1.781268040505e+001  
  1.284000000000e+004  ,1.781268353180e+001  
  1.285000000000e+004  ,1.781268664370e+001  
  1.286000000000e+004  ,1.781268976962e+001  
  1.287000000000e+004  ,1.781269288076e+001  
  1.288000000000e+004  ,1.781269600593e+001  
  1.289000000000e+004  ,1.781269911624e+001  
  1.290000000000e+004  ,1.781270224057e+001  
  1.291000000000e+004  ,1.781270535013e+001  
  1.292000000000e+004  ,1.781270847371e+001  
  1.293000000000e+004  ,1.781271158244e+001  
  1.294000000000e+004  ,1.781271470519e+001  
  1.295000000000e+004  ,1.781271781317e+001  
  1.296000000000e+004  ,1.781272093517e+001  
  1.297000000000e+004  ,1.781272404231e+001  
  1.298000000000e+004  ,1.781272716348e+001  
  1.299000000000e+004  ,1.781273026988e+001  
  1.300000000000e+004  ,1.781273339029e+001  
